# k, Q1, Q2, Q3, Q5, Q8, Qs2
4.490825324945859221e-04 1.698755260568476011e-04 -3.967018220910776486e-05 6.536218607145768229e-05 6.510269934335181170e-05 1.793578636768158596e-01 3.582061007754611670e-01
4.532399302931362285e-04 1.761464779813587205e-04 -4.110986443378667263e-05 6.779050934243721833e-05 6.751833348666181484e-05 1.826930244396987868e-01 3.648576094454535901e-01
4.574358153522784377e-04 1.826479720600499132e-04 -4.260133017895616453e-05 7.030931621366782005e-05 7.002334103776030499e-05 1.860901832227107311e-01 3.716324225292412797e-01
4.616705439692199452e-04 1.893884404336874017e-04 -4.414644886616886420e-05 7.292122757213512923e-05 7.262101659705967236e-05 1.895504918023746821e-01 3.785328182834483690e-01
4.659444757396040524e-04 1.963766215467486716e-04 -4.574709628407914671e-05 7.562992401240603557e-05 7.531477569018496727e-05 1.930751233264945133e-01 3.855611167883487567e-01
4.702579735880415873e-04 2.036215717924842045e-04 -4.740527933354808394e-05 7.843930269111919803e-05 7.810815963096542002e-05 1.966652727108261778e-01 3.927196807062750539e-01
4.746114037989332011e-04 2.111326764563174448e-04 -4.912301158921126361e-05 8.135219193892974604e-05 8.100483923490087851e-05 2.003221570389238093e-01 4.000109160484787152e-01
4.790051360475686766e-04 2.189196598797724428e-04 -5.090243044200586569e-05 8.437381904286502432e-05 8.400861944170966318e-05 2.040470159714690424e-01 4.074372729632987356e-01
4.834395434315219542e-04 2.269926014420662057e-04 -5.274571290041847778e-05 8.750642023225445646e-05 8.712344548411854678e-05 2.078411121690766084e-01 4.150012465338270284e-01
4.879150025023300556e-04 2.353619454398575182e-04 -5.465512284716907365e-05 9.075605867568311018e-05 9.035340710476821142e-05 2.117057317157826080e-01 4.227053775952456238e-01
4.924318932974692956e-04 2.440385155070116138e-04 -5.663302013567903117e-05 9.412514532697178115e-05 9.370274329173674535e-05 2.156421845489372990e-01 4.305522535513535698e-01
4.969905993726283491e-04 2.530335263682779046e-04 -5.868180168312736301e-05 9.761969492005906617e-05 9.717584873799416914e-05 2.196518049037795295e-01 4.385445092284542823e-01
5.015915078342747567e-04 2.623586011391627242e-04 -6.080401911383622170e-05 1.012432776498919755e-04 1.007772800399093534e-04 2.237359517648692397e-01 4.466848277263208988e-01
5.062350093725285312e-04 2.720257836758363675e-04 -6.300222300514817908e-05 1.050009872083349405e-04 1.045117594798911570e-04 2.278960093196857051e-01 4.549759412883438991e-01
5.109214982943389603e-04 2.820475538405574053e-04 -6.527915111871917836e-05 1.088982868203657706e-04 1.083841826617061116e-04 2.321333874253450891e-01 4.634206321891685132e-01
5.156513725569646621e-04 2.924368438502608571e-04 -6.763754147719645783e-05 1.129389595107340181e-04 1.123996243478779826e-04 2.364495220840965028e-01 4.720217336366422933e-01
5.204250338017679493e-04 3.032070532566281647e-04 -7.008030695633120930e-05 1.171304261207986656e-04 1.165633450647955054e-04 2.408458759284989592e-01 4.807821306972281383e-01
5.252428873883222037e-04 3.143720691108669229e-04 -7.261040942009404364e-05 1.214755636377611096e-04 1.208807989145731091e-04 2.453239387125044357e-01 4.897047612176763098e-01
5.301053424288303074e-04 3.259462777224614825e-04 -7.523092847542189529e-05 1.259829916599895989e-04 1.253576374798690083e-04 2.498852278094422230e-01 4.987926167857170690e-01
5.350128118228657335e-04 3.379445887155927298e-04 -7.794507804974322278e-05 1.306558386596499749e-04 1.299997201934920284e-04 2.545312887274218117e-01 5.080487436886969022e-01
5.399657122924367281e-04 3.503824483490689651e-04 -8.075611418442393049e-05 1.355025907542583012e-04 1.348131214105659117e-04 2.592636956275294891e-01 5.174762439100115685e-01
5.449644644173689233e-04 3.632758625546429255e-04 -8.366751219489898550e-05 1.405280996790278427e-04 1.398041358654299009e-04 2.640840518494441680e-01 5.270782761112244863e-01
5.500094926710206913e-04 3.766414159243162973e-04 -8.668273330882107677e-05 1.457394094502904673e-04 1.449792892591368751e-04 2.689939904578720897e-01 5.368580566679711508e-01
5.551012254563296141e-04 3.904962926042527811e-04 -8.980550642570749281e-05 1.511441867018401876e-04 1.503453469841920279e-04 2.739951747903680013e-01 5.468188607029234038e-01
5.602400951421874662e-04 4.048582971577362622e-04 -9.303954608609028918e-05 1.567474626514502674e-04 1.559093195922520235e-04 2.790892990085142578e-01 5.569640231255552631e-01
5.654265381001566133e-04 4.197458756037034892e-04 -9.638881392080548172e-05 1.625597876017200892e-04 1.616784754704657400e-04 2.842780886768941917e-01 5.672969397269774783e-01
5.706609947415265238e-04 4.351781426872611898e-04 -9.985733245695774544e-05 1.685848103300492337e-04 1.676603482552044364e-04 2.895633013388773103e-01 5.778210682496928152e-01
5.759439095547080108e-04 4.511748981252480958e-04 -1.034492820571305730e-04 1.748347979946634990e-04 1.738627437896135281e-04 2.949467271006958047e-01 5.885399295070158354e-01
5.812757311429814656e-04 4.677566608065132398e-04 -1.071690308910040594e-04 1.813137672320980069e-04 1.802937560787789477e-04 3.004301892452527767e-01 5.994571085080860895e-01
5.866569122625865055e-04 4.849446850383120570e-04 -1.110209917613203163e-04 1.880336935682262007e-04 1.869617731978645949e-04 3.060155448381372545e-01 6.105762556211596914e-01
5.920879098611720121e-04 5.027609945052903930e-04 -1.150098897888988481e-04 1.950011638532961778e-04 1.938754904228362215e-04 3.117046853485372915e-01 6.219010877135586757e-01
5.975691851165946308e-04 5.212284033375196241e-04 -1.191404114454913259e-04 2.022259068995052231e-04 2.010439174292574880e-04 3.174995372854784725e-01 6.334353893609444563e-01
6.031012034760815628e-04 5.403705500353277007e-04 -1.234176240503690391e-04 2.097186900849466111e-04 2.084763944864522129e-04 3.234020628508817441e-01 6.451830140516575662e-01
6.086844346957565651e-04 5.602119247261230610e-04 -1.278465561736206221e-04 2.174861643524941227e-04 2.161826023354986015e-04 3.294142605909194388e-01 6.571478854076606702e-01
6.143193528805259047e-04 5.807778938401840377e-04 -1.324325852813849436e-04 2.255433461781858405e-04 2.241725737862103253e-04 3.355381660663527277e-01 6.693339984511849083e-01
6.200064365243387974e-04 6.020947429239219923e-04 -1.371811605924269704e-04 2.338947790827153675e-04 2.324567089698384827e-04 3.417758525412385451e-01 6.817454208537052640e-01
6.257461685508218952e-04 6.241896976918666655e-04 -1.420979449146702364e-04 2.425579467205837792e-04 2.410457842211376613e-04 3.481294316720955351e-01 6.943862942511154213e-01
6.315390363542825120e-04 6.470909673598441514e-04 -1.471888627603036299e-04 2.515379309587015407e-04 2.499509698657918755e-04 3.546010542190305426e-01 7.072608355359815135e-01
6.373855318410986915e-04 6.708277689095379619e-04 -1.524598781565773202e-04 2.608516463812273921e-04 2.591838426083604334e-04 3.611929107637945613e-01 7.203733382208603597e-01
6.432861514714913491e-04 6.954303731539937354e-04 -1.579174051660827175e-04 2.705080134722225569e-04 2.687563994770523351e-04 3.679072324460407328e-01 7.337281737726194519e-01
6.492413963016779432e-04 7.209301383929616388e-04 -1.635677690689792238e-04 2.805204568394414162e-04 2.786810759279768749e-04 3.747462917152606932e-01 7.473297930153425250e-01
6.552517720264218817e-04 7.473595439648777648e-04 -1.694178446125033034e-04 2.909041168289852662e-04 2.889707575175163722e-04 3.817124030798618728e-01 7.611827275278292282e-01
6.613177890219764689e-04 7.747522390881531095e-04 -1.754744206697000908e-04 3.016677103161140164e-04 2.996387987458774566e-04 3.888079238890931877e-01 7.752915910609219363e-01
6.674399623894192732e-04 8.031430764004050772e-04 -1.817447798662690970e-04 3.128326483313804735e-04 3.106990424588196103e-04 3.960352551310272751e-01 7.896610810328534846e-01
6.736188119983948066e-04 8.325681640404020319e-04 -1.882362860103239499e-04 3.244044492938928138e-04 3.221658329371492827e-04 4.033968422224051276e-01 8.042959799526890885e-01
6.798548625312620438e-04 8.630648943405019131e-04 -1.949565907838413440e-04 3.364080557064493904e-04 3.340540313137754357e-04 4.108951758281976785e-01 8.192011569733739229e-01
6.861486435276432060e-04 8.946720129826233334e-04 -2.019137105723777014e-04 3.488497910395950809e-04 3.463790489123618030e-04 4.185327927108787316e-01 8.343815693828097180e-01
6.925006894293933221e-04 9.274296360209918549e-04 -2.091156867482110932e-04 3.617535515184192355e-04 3.591568439120449156e-04 4.263122765488876476e-01 8.498422641897123153e-01
6.989115396259838481e-04 9.613793291162578457e-04 -2.165712001400460669e-04 3.751314013771365617e-04 3.724039617154311331e-04 4.342362588260764156e-01 8.655883796648043971e-01
7.053817385003021854e-04 9.965641374399690413e-04 -2.242887708827949131e-04 3.890018302806421292e-04 3.861375463492016042e-04 4.423074197036419020e-01 8.816251469949639707e-01
7.119118354748794593e-04 1.033028648375248094e-03 -2.322777007766768122e-04 4.033861597104653829e-04 4.003753663373669776e-04 4.505284889157666339e-01 8.979578918864075110e-01
7.185023850585484009e-04 1.070819044359035957e-03 -2.405471293073762750e-04 4.182957076815957843e-04 4.151358260699903680e-04 4.589022466713360004e-01 9.145920362095948386e-01
7.251539468935240670e-04 1.109983155996537669e-03 -2.491068934758838512e-04 4.337610417700746594e-04 4.304380088835574650e-04 4.674315246094178922e-01 9.315330997508463051e-01
7.318670858029326619e-04 1.150570526856926207e-03 -2.579669216991330757e-04 4.497886313738683455e-04 4.463016831342502531e-04 4.761192067134849548e-01 9.487867018463992386e-01
7.386423718387681841e-04 1.192632457835893223e-03 -2.671375192310853470e-04 4.664141105856670446e-04 4.627473303137883179e-04 4.849682302809888990e-01 9.663585631884701321e-01
7.454803803303041137e-04 1.236222094606638641e-03 -2.766295109090285954e-04 4.836451583279171781e-04 4.797961822504780540e-04 4.939815869225859246e-01 9.842545075613521322e-01
7.523816919329437674e-04 1.281394466468163944e-03 -2.864537005854869115e-04 5.015155606760573516e-04 4.974702335254334393e-04 5.031623235392149729e-01 1.002480463679025435e+00
7.593468926775282955e-04 1.328206576681189958e-03 -2.966218162313738363e-04 5.200415886819814747e-04 5.157922771431354241e-04 5.125135433463472445e-01 1.021042466962651218e+00
7.663765740201034047e-04 1.376717448360282887e-03 -3.071452909114311624e-04 5.392486832560819052e-04 5.347859262823078785e-04 5.220384069030032936e-01 1.039946661460925625e+00
7.734713328921378681e-04 1.426988214397644731e-03 -3.180366776931255234e-04 5.591668947093600319e-04 5.544756580435516351e-04 5.317401331737452441e-01 1.059199301704297769e+00
7.806317717512153975e-04 1.479082184240531521e-03 -3.293082481670433375e-04 5.798107544209593449e-04 5.748868268743042003e-04 5.416220005878892296e-01 1.078806754623056863e+00
7.878584986321947835e-04 1.533064909806738192e-03 -3.409732536588830180e-04 6.012239502218633385e-04 5.960457008491870786e-04 5.516873481356239228e-01 1.098775501541827460e+00
7.951521271988372169e-04 1.589004296143022845e-03 -3.530450313655135583e-04 6.234136888144763394e-04 6.179795066484433056e-04 5.619395764893891920e-01 1.119112140090349428e+00
8.025132767959182499e-04 1.646970637750194005e-03 -3.655374311271731127e-04 6.464309320181451995e-04 6.407164502822770098e-04 5.723821491269037720e-01 1.139823386340556910e+00
8.099425725018227686e-04 1.707036747801867187e-03 -3.784650220329808840e-04 6.702846924473538455e-04 6.642857543556511058e-04 5.830185934795673042e-01 1.160916076715729384e+00
8.174406451816187491e-04 1.769278013218470152e-03 -3.918422681174817688e-04 6.950227733152424632e-04 6.887176982421174855e-04 5.938525021101492829e-01 1.182397170180643275e+00
8.250081315406303977e-04 1.833772505984319770e-03 -4.056849782118988131e-04 7.206670747411400655e-04 7.140436560006781837e-04 6.048875339141207563e-01 1.204273750310288493e+00
8.326456741785073128e-04 1.900601063076706862e-03 -4.200084338854088647e-04 7.472525298160185387e-04 7.402961307503097641e-04 6.161274153222935368e-01 1.226553027455357103e+00
8.403539216437855503e-04 1.969847387120229800e-03 -4.348295418095999730e-04 7.748215636767493471e-04 7.675087993599575371e-04 6.275759415342868630e-01 1.249242340907212867e+00
8.481335284889632503e-04 2.041598154438118914e-03 -4.501647084286793479e-04 8.033925394716457356e-04 7.957165471538814707e-04 6.392369777843651679e-01 1.272349161105416071e+00
8.559851553260841052e-04 2.115943100670630590e-03 -4.660317325134095729e-04 8.330280166072593848e-04 8.249555248078342803e-04 6.511144606407238689e-01 1.295881091979436128e+00
8.639094688828295341e-04 2.192975162062682504e-03 -4.824484844451600528e-04 8.637353207964627681e-04 8.552631827123174848e-04 6.632123992873502072e-01 1.319845873088512533e+00
8.719071420591361548e-04 2.272790536428533330e-03 -4.994334972422266421e-04 8.955874095096260680e-04 8.866783147117772651e-04 6.755348768655343727e-01 1.344251382121782967e+00
8.799788539843392005e-04 2.355488856107574788e-03 -5.170063280380888561e-04 9.285943604307778142e-04 9.192411236382391901e-04 6.880860518343557830e-01 1.369105637100388906e+00
8.881252900748345122e-04 2.441173245079166203e-03 -5.351862797966730218e-04 9.628238432004979433e-04 9.529932432890586731e-04 7.008701593150237219e-01 1.394416798894809739e+00
8.963471420922884854e-04 2.529950495487785344e-03 -5.539945832292490031e-04 9.983052457946471180e-04 9.879778134824113330e-04 7.138915125244820192e-01 1.420193173562500633e+00
9.046451082023737470e-04 2.621931154026852125e-03 -5.734516007938035911e-04 1.035086460958370381e-03 1.024239523464214605e-03 7.271545041906004592e-01 1.446443214919120646e+00
9.130198930340566914e-04 2.717229683767527666e-03 -5.935800090078372469e-04 1.073227465766918905e-03 1.061824673067857583e-03 7.406636080126617339e-01 1.473175526974020766e+00
9.214722077394347068e-04 2.815964578374278385e-03 -6.144016828558034656e-04 1.112751018310901554e-03 1.100781207355389915e-03 7.544233801240064485e-01 1.500398866512890006e+00
9.300027700541178876e-04 2.918258512223270706e-03 -6.359404388198915429e-04 1.153746819342139690e-03 1.141158822629130803e-03 7.684384606423351194e-01 1.528122145748000760e+00
9.386123043581832059e-04 3.024238504343375062e-03 -6.582201375867782842e-04 1.196221024401896219e-03 1.183008979794089328e-03 7.827135751550658993e-01 1.556354434797101449e+00
9.473015417376797831e-04 3.134036019226134773e-03 -6.812654825609984477e-04 1.240278205849498295e-03 1.226384997136305667e-03 7.972535362909284329e-01 1.585104964524178373e+00
9.560712200467121492e-04 3.247787156924435495e-03 -7.051026523924546060e-04 1.285928746029428972e-03 1.271342088286171734e-03 8.120632452754055208e-01 1.614383129080037893e+00
9.649220839700988882e-04 3.365632799005520079e-03 -7.297572835694667763e-04 1.333268464851869971e-03 1.317937456921917765e-03 8.271476936091757270e-01 1.644198488821334569e+00
9.738548850866023338e-04 3.487718811326910931e-03 -7.552578158548660424e-04 1.382336729566671250e-03 1.366230365554175000e-03 8.425119647026796388e-01 1.674560772971378730e+00
9.828703819327524061e-04 3.614196158241756145e-03 -7.816312288558871198e-04 1.433199001232107533e-03 1.416282179625402487e-03 8.581612355039175410e-01 1.705479882533109448e+00
9.919693400672615572e-04 3.745221118363005128e-03 -8.089078877321651071e-04 1.485940237199302781e-03 1.468156477496931510e-03 8.741007782596450504e-01 1.736965893164200914e+00
1.001152532136026160e-03 3.880955467678091735e-03 -8.371167865009536109e-04 1.540587893237912185e-03 1.521919108158948644e-03 8.903359621975753813e-01 1.769029057992116627e+00
1.010420737937740366e-03 4.021566608439743756e-03 -8.662897112402353399e-04 1.597270751433835971e-03 1.577638268895309795e-03 9.068722552971544282e-01 1.801679810768989753e+00
1.019774744490116458e-03 4.167227897498821700e-03 -8.964583734853840465e-04 1.655991379497484105e-03 1.635384625802184955e-03 9.237152261785885887e-01 1.834928768664680687e+00
1.029215346096707491e-03 4.318118694207604726e-03 -9.276555905841926556e-04 1.716899824113207393e-03 1.695231346418796812e-03 9.408705458387451870e-01 1.868786735594867521e+00
1.038743344414361355e-03 4.474424691030492660e-03 -9.599162430074032653e-04 1.780005132751794235e-03 1.757254208456715408e-03 9.583439894917471502e-01 1.903264704910402783e+00
1.048359548521296102e-03 4.636338019783660218e-03 -9.932742213680128326e-04 1.845443059904318265e-03 1.821531683916310885e-03 9.761414384986660808e-01 1.938373862937981196e+00
